"Date","Code","Country.Name","Continent","Continent.Sub.Region","Ethnic.Cultural.Region","Income.Group","Democracy.Status","Annual.Inflation..","Inflation.Volatility","X1.year.ahead.Inflation.forecast..","X2.year.ahead.Inflation.forecast..","GDP","current.USD..billions.","Real.GDP.Growth","y.o.y..","X1.year.ahead.GDP.growth.forecast..","X2.year.ahead.GDP.growth.forecast..","GDP.per.capita","current.USD..thousands.","GDP.per.capita.growth","y.o.y...1","General.Government.Debt","X..GDP","Country.credit.rating","X0...100..best.","Current.Account.Balance","X3.Year.Average....GDP.","Imports","X..of.GDP","Exports","X..of.GDP.1","Minerals.and.Metals....total.exports.","Total.Population..Millions.","Life.expectancy","years","Age.dependency.ratio","old....working.age.pop.","Age.dependency.ratio.1","young....working.age.pop.","Adult.literacy.rate","X.","Primary.education.enrollment","net..","Secondary.education.enrollment....of.24..population.","Tertiary.education.enrollment..per.100","X000.","Emigration.of.tertiary.educated","X..of.univ.educated","Employment.to.Working.Age.Population","Seismic.Activity","X..of.Population.Affected..Time.Weighted.Cumulative.Sum.","Storm","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..1","Flood","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..2","Droughts","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..3","Extreme.Temperature","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..4","Wildfires","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..5"
"01-11-2009","TWN","Taiwan","Asia","Eastern Asia","East Asian Sphere","high income","democratic rule",-1.6,2.3,2,2,400.2,0.7,3,3,14.8,1.3,34.7,77.7,9.8,69.4,131.1,10.1,22.1,81.6,15.3,19.9,96.7,99.3,21.7,4961.3,7.9,70.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","TZA","Tanzania","Africa","Eastern Africa","African Sphere","low income","autocratic rule",12.5,2.5,6.2,6.2,19,7.3,2.6,2.6,0.5,21.8,35,29.5,-9.8,30.6,25.1,40.2,42.3,56.9,5.6,86.4,72.6,97.8,4.8,136.2,12.1,83.7,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","UGA","Uganda","Africa","Eastern Africa","African Sphere","low income","autocratic rule",11.9,3.7,6.2,6.2,14.4,8.8,2.6,2.6,0.5,17.3,22.5,31.9,-7.4,33,24.3,11.9,31.3,54.1,4.4,100.6,74.6,94.6,5.1,359,36,78.5,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","UKR","Ukraine","Europe","Eastern Europe","East European Sphere","lower middle income","democratic rule",-0.4,1.4,5.7,5.7,180.1,2.3,3,3,3.9,27,20.5,32.1,-4.8,54.3,46.9,14.9,46,68.6,21.9,19.5,99.7,90.2,24,6260.5,4.3,72.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","URY","Uruguay","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",6.4,0.8,8.4,8.4,30.4,7.2,3.4,3.4,9.1,26.8,63.3,49,-2.7,32.3,30.2,4.8,3.3,76.7,21.4,33.8,98.2,99.7,18.8,4944.2,9,71.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","USA","United States","North America","Northern America","Anglosaxon Sphere","high income","democratic rule",1.9,2.2,2,2,14071.5,-0.3,1.7,1.7,46.9,0.7,76.1,88.9,-4.3,17.7,13,9.6,305,79.6,20.4,30.1,97.6,91.6,23.5,6069.6,0.5,70.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","UZB","Uzbekistan","Asia","Central Asia","Turkic Sphere","low income","autocratic rule",0.3,1.4,5.7,5.7,28.6,9,3,3,1.1,26.8,12.7,30.4,4.7,62,43.5,71.3,26.8,68.2,6.7,37.2,99.3,91.1,23.2,1139.7,0.8,57.4,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","VEN","Venezuela","South America","Northern South America","Latin American Sphere","upper middle income","autocratic rule",28.6,6.2,29,29,315.2,5.3,2,2,11.2,37,26.3,40.1,7.1,19.6,30.3,96.4,28.1,74.2,8.6,44.4,95.2,91.1,15.2,7678.8,19.1,64.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","VNM","Vietnam","Asia","Southeastern Asia","Southeast Asian Sphere","low income","autocratic rule",4.3,8.4,7.8,7.8,90.3,6.3,5.4,5.4,1.1,25.6,31.9,46.8,-10.3,93.1,77.9,21.5,86,74.9,7.9,35.7,92.5,94.5,22.7,1960.8,27,81.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","YEM","Yemen","Asia","Western Asia","Arabic-Semitic Sphere","low income","democratic rule",7.3,5.4,5,5,26.9,3.6,3.7,3.7,1.2,20.6,36.4,55,-7.7,48.7,37.8,88.8,22.6,63.9,4.8,77.5,60.9,90.3,9.6,1102.4,9.2,43,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","ZAF","South Africa","Africa","Southern Africa","African Sphere","upper middle income","democratic rule",5.9,1.8,6.2,6.2,274.2,3.6,2.6,2.6,5.6,-5,27.4,62,-6.5,38.5,35.8,46.8,49.3,52,8.9,43.2,89,88.3,17.5,3602.8,7.4,44.5,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","ZMB","Zambia","Africa","Eastern Africa","African Sphere","low income","democratic rule",11.5,2.3,6.2,6.2,14.6,5.7,2.6,2.6,1.2,23.5,23.5,29,4.2,30.6,36,58.4,12.4,47.3,4.7,90.2,70.7,92,8.9,244.5,16.4,71,0,0,0.1,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2009","ZWE","Zimbabwe","Africa","Eastern Africa","African Sphere","low income","autocratic rule",-100,75249634.2,6.2,6.2,4.5,-18.4,2.6,2.6,0.4,-15.2,91.5,6.7,-21.5,64.2,41.5,26,12.5,47,6.6,72.8,91.4,87.8,10.3,774.4,13.1,88.6,0,0,0,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","AFG","Afghanistan","Asia","Southern Asia","Indo-Persian Sphere","low income","autocratic rule",7.9,3.3,3,3,12.5,21,5.4,5.4,0.4,16.2,41.5,21.6,-2.8,55.7,17,0.2,30.6,44.6,4.5,79.4,88,82.9,8.3,323.7,22.6,47.1,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","AGO","Angola","Africa","Middle Africa","African Sphere","lower middle income","autocratic rule",15.9,1.1,6.2,6.2,75.5,2.4,2.6,2.6,4.1,-12.8,36.3,36.4,-8.9,40.9,54.9,32.1,18.6,48.1,5.4,82.5,69.6,86.7,3.3,297,3.7,67.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ALB","Albania","Europe","Southern Europe","East European Sphere","lower middle income","democratic rule",2.8,0.9,5.7,5.7,12.2,3.3,3,3,3.8,-6.8,59.8,38.2,-14,42.1,28.4,20.6,3.2,76.9,15.5,29.9,99,93.6,24.7,1732.5,17.5,59.2,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ARE","U.A.E.","Asia","Western Asia","Arabic-Semitic Sphere","high income","autocratic rule",1.5,1.8,1.3,1.3,270.3,-3.3,4.8,4.8,39,-23.2,22.5,76.5,3.4,73.2,74.7,47.8,6.9,77.7,1.2,26.1,90,88,13.3,1840.4,0.7,76.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ARG","Argentina","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",34,3.3,25,25,310.4,0.9,3,3,7.7,-6.2,58.7,31.1,2.3,20.3,21.4,15.9,40.1,75.7,17.5,39.7,97.7,98.5,14,6063.9,2.8,65.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ARM","Armenia","Asia","Western Asia","East European Sphere","lower middle income","democratic rule",2.9,2.3,5.7,5.7,8.6,-14.2,3,3,2.8,-26,34.1,39,-13.9,39.6,15.5,54.4,3.1,74.2,13.6,23.9,99.5,82.2,24.8,5088.7,8.9,47.9,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","AUS","Australia","Australia-Pacific","Australasia","Anglosaxon Sphere","high income","democratic rule",2.8,1.1,2.5,2.5,1142.7,1.4,2.7,2.7,45.3,-7.6,16.9,87.6,-4.3,23.9,22.7,61.9,21.9,81.9,21.3,26.9,97.6,96.4,20.9,5554.3,2.7,74.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","AUT","Austria","Europe","Western Europe","German Sphere","high income","democratic rule",1.7,1.2,1.6,1.6,388.9,-3.8,-0.7,-0.7,45.7,-8.3,69.5,87.6,3.8,53.9,50.4,5.1,8.4,80.4,27.4,20.5,94.5,97.4,20.2,3715.5,13.5,74.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","AZE","Azerbaijan","Asia","Western Asia","Turkic Sphere","lower middle income","autocratic rule",7.4,9.2,5.7,5.7,43.1,9.3,3,3,4.8,-8.4,12.1,48.2,30.5,29.3,51.6,93.1,9.1,70.8,8.8,31.9,99.5,84.8,24.2,2038.1,1.8,65.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BDI","Burundi","Africa","Eastern Africa","African Sphere","low income","autocratic rule",14.7,4.8,6.2,6.2,1.8,3.5,2.6,2.6,0.2,8.9,35.3,14.1,-11.5,35,5.4,28.8,8.2,51.4,4.8,88.6,65.9,74.6,5.5,306.8,9.3,80.2,0,0,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BEL","Belgium","Europe","Western Europe","Roman Sphere","high income","democratic rule",2.9,2.1,1.6,1.6,483.6,-2.8,-0.7,-0.7,44.5,-7.4,95.9,87.2,-0.5,92.6,72.3,12,10.7,80.3,27.9,24,97.6,97.4,15.4,4035.4,5.5,62.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BEN","Benin","Africa","Western Africa","African Sphere","upper middle income","autocratic rule",2.8,4.6,6.2,6.2,6.6,2.7,2.6,2.6,0.8,-3.8,27.3,28.6,-8.9,27.5,14,7.8,8.6,62.3,5.2,84.1,40.8,80.2,8.6,994.9,8.7,76.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BFA","Burkina Faso","Africa","Western Africa","African Sphere","low income","autocratic rule",-3.3,5.9,6.2,6.2,8.4,3.2,2.6,2.6,0.5,-2,26.1,26.9,-4.4,13.3,11.4,49,16,53.7,4.8,88.1,28.7,46.9,4.2,309.9,2.6,84.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BGD","Bangladesh","Asia","Southern Asia","Indo-Persian Sphere","low income","democratic rule",7.5,2.2,3,3,94.9,5.9,5.4,5.4,0.6,11.1,46.9,25.4,2.5,32.8,19.4,1.7,147,66.9,7.8,54.6,55,88.9,13.7,741.6,4.4,72.8,0,0.1,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BGR","Bulgaria","Europe","Eastern Europe","East European Sphere","upper middle income","democratic rule",4.6,5.3,5.7,5.7,48.6,-5.5,3,3,6.4,-5.7,15.6,52.4,-13.9,83.3,47.5,23.6,7.5,73.7,27.5,20.8,98.3,92.3,19.9,3674.2,9.6,59.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BHR","Bahrain","Asia","Western Asia","Arabic-Semitic Sphere","high income","autocratic rule",1.3,1.2,3.6,3.6,19.3,3.1,5,5,16.5,-21.6,25.4,68.4,2.9,84.8,81.3,68.4,1.2,76,3.4,26.2,90.8,98.2,16.1,2193.2,5.1,66.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BIH","Bosnia Herzeg.","Europe","Southern Europe","East European Sphere","lower middle income","democratic rule",0.9,1,5.7,5.7,17,-2.9,3,3,4.5,-7.7,36.1,31.4,-13.7,73.7,31.7,20.1,3.8,75.5,17.5,19.7,97.6,94,20.1,2825,20.3,42,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BLR","Belarus","Europe","Eastern Europe","East European Sphere","lower middle income","autocratic rule",10.3,3.4,5.7,5.7,49.2,0.2,3,3,5.1,-18.6,34.9,37.6,-10.9,47.3,50.5,38,9.6,69.6,19.5,21.1,99.7,88.8,24.9,6155.7,3.2,59.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BLZ","Belize","South America","Central America","Latin American Sphere","lower middle income","democratic rule",0,3.7,8.4,8.4,1.3,0,3.4,3.4,4.4,-3.1,82.2,42.6,-6.7,62.4,61.9,28,0.3,76.9,5.9,60.4,93.4,95.3,17.5,268.5,65.5,63.1,0,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BOL","Bolivia","South America","Southern South America","Latin American Sphere","lower middle income","democratic rule",5.6,5.9,8.4,8.4,17.5,3.4,3.4,3.4,1.8,3.5,40.5,28.4,8.1,35.3,35.7,73.7,9.8,66.3,7.8,56.1,90.7,94.9,19.4,3804,5.8,73.9,0,0,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BRA","Brazil","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",5.6,0.7,6.3,6.3,1622.3,-0.3,3.3,3.3,8.4,-2.6,66.9,65.3,-1.7,14.2,11,24.4,193.2,72.9,10.4,36.2,90,94.4,26.7,3158.5,2,71.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BRB","Barbados","North America","Caribbean","Anglosaxon Sphere","high income","democratic rule",5.1,2.7,8.4,8.4,4.4,-4.1,3.4,3.4,16.1,0.9,104,63.4,-5.6,56,60.6,9.5,0.3,77.7,14,26.3,99.7,96.2,22.5,5313.8,62.6,67.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BTN","Bhutan","Asia","Southern Asia","Indo-Persian Sphere","lower middle income","autocratic rule",7.1,2.2,3,3,1.3,6.7,5.4,5.4,1.9,16.4,67.7,33,-5.4,31.1,64.7,74.1,0.7,66.8,8.9,43.1,52.8,83.8,15.2,735.4,0.6,73.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","BWA","Botswana","Africa","Southern Africa","African Sphere","upper middle income","democratic rule",7.1,3.2,6.2,6.2,11.5,-4.9,2.6,2.6,5.8,-16.2,16.1,64.7,-5.8,38.8,32.5,80.7,2,55.5,6.3,53.6,83.3,84,15.4,891.6,5.1,67.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CAN","Canada","North America","Northern America","Anglosaxon Sphere","high income","democratic rule",2,1.1,1.3,1.3,1532.4,-2.8,1.3,1.3,39.7,-11.9,83.6,92.1,-1.7,33.3,28.7,31.6,33.7,81,24,22.9,97.6,99.5,26.1,4193.3,4.7,75.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CHE","Switzerland","Europe","Western Europe","German Sphere","high income","democratic rule",0.2,1.3,0.2,0.2,530.4,-1.9,1.2,1.2,64.6,-2.8,53.6,92.8,6.4,45.9,51.7,5.4,7.6,82.2,25.3,22.5,97.6,89,19,3095,9.6,80.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CHL","Chile","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",2.5,4.3,2.7,2.7,172.7,-0.9,5.1,5.1,10.2,-4.6,5.8,77.9,0.7,41.1,37,58.4,17,78.8,13.6,30.9,98.6,88,17.3,5244.5,6,61.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CHN","China","Asia","Eastern Asia","East Asian Sphere","lower middle income","autocratic rule",5.1,3.2,3.2,3.2,4990.5,9.2,7.6,7.6,3.7,9.9,17.7,75.4,8.3,29.2,26.7,2.5,1334.9,73.5,12.4,23.6,93.7,99.5,16.4,2222.4,3.8,79.1,0,0.1,0.2,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CIV","Côte d'Ivoire","Africa","Western Africa","African Sphere","low income","autocratic rule",3.6,3.6,6.2,6.2,22.5,3.8,2.6,2.6,1.2,-6.1,66.5,20.4,7,34.3,42.2,32.3,19.4,58.4,5.8,82,54.6,54.9,7.8,607.1,6.2,68.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CMR","Cameroon","Africa","Middle Africa","African Sphere","lower middle income","autocratic rule",2.7,2.2,6.2,6.2,22.2,2,2.6,2.6,1.2,-8.5,10.6,28.2,-3.7,26.7,26.6,2,19.2,51.7,6,71.5,75.9,77.2,8.6,939.6,17.3,71.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","COD","Democratic Republic of Congo","Africa","Middle Africa","African Sphere","low income","autocratic rule",3.7,4.2,6.2,6.2,11.1,2.8,2.6,2.6,0.2,-6.8,136.4,25.8,-10.5,28.9,43.9,21.5,64.2,48,4.8,82.1,66.6,60.2,6.5,612.3,14.9,69.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","COG","Congo, Rep.","Africa","Middle Africa","African Sphere","lower middle income","democratic rule",-5,5.3,6.2,6.2,9.6,7.5,2.6,2.6,2.4,-21.4,57.2,20.5,-7.4,28.9,70.4,67.8,3.9,53.9,5.3,87.4,71.9,60.2,11.2,613.8,16,69.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","COL","Colombia","South America","Northern South America","Latin American Sphere","lower middle income","democratic rule",2.6,2.3,2.5,2.5,233.4,1.7,4.1,4.1,5.1,-2.4,35.9,56.3,-2.5,22,16.1,55.9,45.7,73.4,9.4,38.9,93.4,88.5,21.3,3510.1,10.4,60.4,0,0,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CRI","Costa Rica","North America","Central America","Latin American Sphere","upper middle income","democratic rule",6.1,4.1,8.4,8.4,29.4,-1,3.4,3.4,6.4,-3,27.2,53.7,-5.2,55.6,42.3,1,4.6,79.1,9.5,34.9,96,98.8,16.8,2605,7.1,65.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CUB","Cuba","North America","Caribbean","Latin American Sphere","lower middle income","democratic rule",-0.1,2.8,8.4,8.4,24.2,4.3,3.4,3.4,3.6,-2.4,46,12.8,-2.5,31.1,17.9,1.4,11.3,79,16.8,23.8,99.8,60.2,16.9,8701.4,28.8,65.5,0,0.2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CYP","Cyprus","Europe","Southern Europe","East European Sphere","high income","democratic rule",1.5,2,1.6,1.6,23.6,-1.9,-0.7,-0.7,21.5,-8.2,58.3,74.9,-12.9,58.4,40.3,16.5,1.1,80,14.6,21.7,97.8,99.2,16.1,3905,34.2,71.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","CZE","Czech Rep.","Europe","Eastern Europe","East European Sphere","high income","democratic rule",1.9,2.6,2,2,203.3,-4.7,0.3,0.3,18.8,-13.5,34.3,75.5,-3,71.8,59.7,4.3,10.4,76.9,24.4,19.3,99.7,92.5,18.7,4039.7,8.5,65.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","DEU","Germany","Europe","Western Europe","German Sphere","high income","democratic rule",1.5,1.1,1.8,1.8,3378.7,-5.1,0.8,0.8,40.1,-9.1,74.4,91.5,6.2,40.9,41.9,3.3,82.4,80.2,31.3,19.9,97.6,98.3,29.9,4102.1,5.8,72.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","DNK","Denmark","Europe","Northern Europe","Nordic Sphere","high income","democratic rule",2.6,1,3.3,3.3,318.1,-5.8,3.1,3.1,56.3,-10,41.5,90.4,3.6,52.5,47.6,9.3,5.5,78.7,27.1,26.8,97.6,95.6,21.8,4297.6,7.8,74.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","DOM","Dominican Rep.","North America","Caribbean","Latin American Sphere","lower middle income","democratic rule",5.4,4.4,8.4,8.4,46.7,3.5,3.4,3.4,4.8,1.3,28.4,38.3,-5,39.4,22.2,3.6,9.8,74.7,10.4,45,96.8,77.5,18.3,3200.4,22.4,61.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","DZA","Algeria","Africa","Northern Africa","Arabic-Semitic Sphere","lower middle income","autocratic rule",4.3,2.8,5,5,138,2.4,3.7,3.7,3.9,-20.9,10.4,55.9,0.3,27.6,29.3,98.7,35,72.9,7.4,41.4,72.6,95.2,24.4,3358,9.5,41.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ECU","Ecuador","South America","Northern South America","Latin American Sphere","lower middle income","democratic rule",3.4,2.6,8.4,8.4,52,0.4,3.4,3.4,3.6,-5.4,15.7,20.3,1,41.3,29.5,51.3,14.3,75.4,10.3,46.2,84.2,96.8,14.9,3883.7,9.5,71.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","EGY","Egypt","Africa","Northern Africa","Arabic-Semitic Sphere","lower middle income","autocratic rule",10.2,4.4,11.5,11.5,188.6,4.7,2.5,2.5,2.4,14.1,73,51.4,-2.3,45.5,25,36.5,79.7,70.5,7.4,51.8,66.4,93.9,16.9,3252.1,10.7,47.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ERI","Eritrea","Africa","Eastern Africa","Arabic-Semitic Sphere","low income","autocratic rule",6.4,8916396.1,6.2,6.2,1.9,3.9,2.6,2.6,0.4,30.6,145.7,26.5,-7.6,43.4,4.5,21.7,5.1,60.4,6.7,76.3,65.3,84.4,7.6,202.3,35.2,81.4,0,0,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-11-2010","ESP","Spain","Europe","Southern Europe","Roman Sphere","high income","democratic rule",2.3,2,2.2,2.2,1452,-3.7,-2.1,-2.1,32,-9.8,53.9,81.6,-6.9,32.2,23.9,6.4,45.6,81.3,25.6,22.6,97.6,99.7,22.2,3990.5,4.2,59.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
